Script started on 2025-04-06 13:01:40+00:00 [TERM="xterm" TTY="/dev/pts/4" COLUMNS="104" LINES="53"]
 PyTorch version: 2.6.0+cu126
 CUDA version 	: 12.6
 GPU cuda:(0) 	: NVIDIA A100-PCIE-40GB 
 --------------------------------------------------
 [Benchmark] Attention unified benchmark for BigBird_Mask
 bs:1 | h_num:12 | seq:128  |  FlashAttn2  : 0.091 ms / iter
 bs:8 | h_num:12 | seq:1024  |  FlashAttn2  : 0.262 ms / iter
 bs:8 | h_num:12 | seq:1024  |  Torch Naive : 1.974 ms / iter
 bs:8 | h_num:12 | seq:1024  |   FlexAttn   : 0.267 ms / iter
 bs:8 | h_num:12 | seq:1024  |  ByteTrans   : 2.024 ms / iter
 bs:8 | h_num:12 | seq:1024  |  Our Kernel  : 0.247 ms / iter

 bs:8 | h_num:12 | seq:2048  |  FlashAttn2  : 1.119 ms / iter
 bs:8 | h_num:12 | seq:2048  |  Torch Naive : 10.192 ms / iter
 bs:8 | h_num:12 | seq:2048  |   FlexAttn   : 0.581 ms / iter
 bs:8 | h_num:12 | seq:2048  |  Our Kernel  : 0.477 ms / iter

 bs:8 | h_num:12 | seq:4096  |  FlashAttn2  : 3.917 ms / iter
 bs:8 | h_num:12 | seq:4096  |  Torch Naive : 31.836 ms / iter
 bs:8 | h_num:12 | seq:4096  |   FlexAttn   : 1.923 ms / iter
 bs:8 | h_num:12 | seq:4096  |  Our Kernel  : 1.546 ms / iter

 bs:16 | h_num:12 | seq:128  |  FlashAttn2  : 0.084 ms / iter
 bs:16 | h_num:12 | seq:128  |  Torch Naive : 0.177 ms / iter
 bs:16 | h_num:12 | seq:128  |   FlexAttn   : 0.090 ms / iter
 bs:16 | h_num:12 | seq:128  |  ByteTrans   : 0.060 ms / iter
 bs:16 | h_num:12 | seq:128  |  Our Kernel  : 0.034 ms / iter

 bs:16 | h_num:12 | seq:256  |  FlashAttn2  : 0.092 ms / iter
 bs:16 | h_num:12 | seq:256  |  Torch Naive : 0.233 ms / iter
 bs:16 | h_num:12 | seq:256  |   FlexAttn   : 0.087 ms / iter
 bs:16 | h_num:12 | seq:256  |  ByteTrans   : 0.138 ms / iter
 bs:16 | h_num:12 | seq:256  |  Our Kernel  : 0.084 ms / iter

 bs:16 | h_num:12 | seq:512  |  FlashAttn2  : 0.222 ms / iter
 bs:16 | h_num:12 | seq:512  |  Torch Naive : 1.285 ms / iter
 bs:16 | h_num:12 | seq:512  |   FlexAttn   : 0.246 ms / iter
 bs:16 | h_num:12 | seq:512  |  ByteTrans   : 1.621 ms / iter
 bs:16 | h_num:12 | seq:512  |  Our Kernel  : 0.221 ms / iter

 bs:16 | h_num:12 | seq:1024  |  FlashAttn2  : 0.631 ms / iter
 bs:16 | h_num:12 | seq:1024  |  Torch Naive : 4.514 ms / iter
 bs:16 | h_num:12 | seq:1024  |   FlexAttn   : 0.404 ms / iter
 bs:16 | h_num:12 | seq:1024  |  ByteTrans   : 3.399 ms / iter
 bs:16 | h_num:12 | seq:1024  |  Our Kernel  : 0.375 ms / iter

 bs:16 | h_num:12 | seq:2048  |  FlashAttn2  : 2.191 ms / iter
 bs:16 | h_num:12 | seq:2048  |  Torch Naive : 18.471 ms / iter
 bs:16 | h_num:12 | seq:2048  |   FlexAttn   : 1.136 ms / iter
 bs:16 | h_num:12 | seq:2048  |  Our Kernel  : 0.867 ms / iter

 bs:16 | h_num:12 | seq:4096  |  FlashAttn2  : 6.282 ms / iter
 bs:16 | h_num:12 | seq:4096  |  Torch Naive : 64.017 ms / iter
 bs:16 | h_num:12 | seq:4096  |   FlexAttn   : 4.024 ms / iter
 bs:16 | h_num:12 | seq:4096  |  Our Kernel  : 2.781 ms / iter


Script done on 2025-04-06 13:02:58+00:00 [COMMAND_EXIT_CODE="0"]
