Script started on 2025-04-06 12:26:48+00:00 [TERM="xterm" TTY="/dev/pts/12" COLUMNS="104" LINES="53"]
 PyTorch version: 2.6.0+cu126
 CUDA version 	: 12.6
 GPU cuda:(0) 	: NVIDIA GeForce RTX 4090 
 --------------------------------------------------
 [Benchmark] Attention unified benchmark for Sliding_Mask
 bs:1 | h_num:12 | seq:128  |  FlashAttn2  : 0.131 ms / iter
 bs:16 | h_num:12 | seq:1024  |  Torch Naive : 3.784 ms / iter
 bs:16 | h_num:12 | seq:1024  |   FlexAttn   : 0.299 ms / iter
 bs:16 | h_num:12 | seq:1024  |  ByteTrans   : 2.212 ms / iter
 bs:16 | h_num:12 | seq:1024  |  Our Kernel  : 0.244 ms / iter

 bs:16 | h_num:12 | seq:2048  |  FlashAttn2  : 1.441 ms / iter
 bs:16 | h_num:12 | seq:2048  |  Torch Naive : 18.840 ms / iter
 bs:16 | h_num:12 | seq:2048  |   FlexAttn   : 0.918 ms / iter
 bs:16 | h_num:12 | seq:2048  |  Our Kernel  : 0.759 ms / iter

 bs:16 | h_num:12 | seq:4096  |  FlashAttn2  : 5.402 ms / iter
 bs:16 | h_num:12 | seq:4096  |  Torch Naive : 63.901 ms / iter
 bs:16 | h_num:12 | seq:4096  |   FlexAttn   : 3.125 ms / iter
 bs:16 | h_num:12 | seq:4096  |  Our Kernel  : 1.521 ms / iter


Script done on 2025-04-06 12:27:55+00:00 [COMMAND_EXIT_CODE="0"]
